symbol,name,industry,industry_rank,price,pct_off_high,rs_rating,eps_rating,ad_rating
AESI,Atlas Energy Solutions Inc. Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels),94,10.989999771118164,-44.3544315386422,31,7,E
AEVA,Aeva Technologies Inc. Common Stock,Auto Parts:O.E.M.,94,15.619999885559082,-46.67122090365474,36,7,C-
AEYE,AudioEye Inc. Common Stock,Computer Software: Prepackaged Software,60,7.199999809265137,-53.15549861500055,47,82,B+
AFCG,Advanced Flower Capital Inc. Common Stock,Real Estate,74,3.4800000190734863,-9.897616272850096,74,45,B+
AFG,American Financial Group Inc. Common Stock,Property-Casualty Insurers,42,138.4199981689453,-5.663462005426945,59,80,C
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,,,12.1850004196167,-86.23163794393594,11,34,E+
AFL,AFLAC Incorporated Common Stock,Accident &Health Insurance,11,114.01000213623047,-11.552149924878464,57,66,D+
AFRI,Forafric Global PLC Ordinary Shares,Packaged Foods,113,11.100000381469727,-1.7699097866309854,70,,B+
AFRM,Affirm Holdings Inc. Class A Common Stock,Finance: Consumer Services,74,71.56999969482422,-16.565632183131086,60,94,D+
AFYA,Afya Limited Class A Common Shares,Other Consumer Services,124,13.729999542236328,-13.430013622630588,40,67,D+
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Precious Metals,25,18.760000228881836,-41.293377239554516,75,88,B-
AGBK,AGI Inc Class A Common Shares,Commercial Banks,13,5.809999942779541,-51.58333381017049,18,58,D-
AGCC,Agencia Comercial Spirits Ltd Class A Ordinary Shares,Beverages (Production/Distribution),110,14.895000457763672,-37.833885530419664,88,,D-
AGCO,AGCO Corporation Common Stock,Industrial Machinery/Components,103,116.20999908447266,-16.81942592271003,57,65,B
AGEN,Agenus Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,8.5,-2.298848432756806,98,7,A
AGI,Alamos Gold Inc. Class A Common Shares,Precious Metals,25,34.099998474121094,-38.1780687616844,47,97,B
AGIG,Abundia Global Impact Group Inc. Common stock,Oil & Gas Production,13,1.2799999713897705,-81.66189157747775,36,26,A-
AGIO,Agios Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,32.900001525878906,-27.676411712570914,56,7,D
AGL,agilon health inc. Common Stock,Misc Health and Biotechnology Services,21,75.83000183105469,-41.59734752786222,99,53,E+
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance Companies,64,218.7899932861328,-8.846074209610244,83,87,C+
AGMB,AgomAb Therapeutics NV American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances),74,10.579999923706055,-40.62850670654616,23,,B+
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,EDP Services,116,0.7639999985694885,-91.17782896038045,10,,E
AGNC,AGNC Investment Corp. Common Stock,Real Estate Investment Trusts,60,9.619999885559082,-13.953058686835075,51,35,E+
AGNT,AGNT Inc. Common Stock,Real Estate,74,3.5299999713897705,-69.2094943249897,10,40,E+
AGO,Assured Guaranty Ltd. Common Stock,Property-Casualty Insurers,42,68.4000015258789,-24.716546871088752,30,69,E+
AGPU,Axe Compute Inc. Common Stock,Industrial Specialties,68,11.350000381469727,-36.94444232516818,98,7,A-
AGRO,Adecoagro S.A. Common Shares,Farming/Seeds/Milling,116,10.630000114440918,-29.973650192770375,72,89,B+
AGRZ,Agroz Inc. Class A Ordinary Shares,Farming/Seeds/Milling,116,0.20000000298023224,-96.7897270887974,5,,A+
AGX,Argan Inc. Common Stock,Engineering & Construction,71,361.05999755859375,-54.74847822470066,30,95,E-
AGYS,Agilysys Inc. Common Stock (DE),EDP Services,116,99.68000030517578,-29.365076704828052,59,88,B-
AHCO,AdaptHealth Corp. Common Stock,Medical/Nursing Services,35,5.570000171661377,-58.37070161419712,11,31,E-
AHG,Akso Health Group ADS,Business Services,66,0.7599999904632568,-69.60000038146973,9,33,E-
AHMA,Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,Services-Misc. Amusement & Recreation,99,1.350000023841858,-96.36216652751742,12,,A+
AHR,American Healthcare REIT Inc. Common Stock,Real Estate Investment Trusts,60,52.310001373291016,-9.372833910252309,68,70,D
AHRT,AH Realty Trust Inc. Common Stock,Real Estate,74,6.059999942779541,-15.598884572929549,45,7,D
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate Investment Trusts,60,2.5399999618530273,-57.73710706953508,19,35,E+
AI,C3.ai Inc. Class A Common Stock,Computer Software: Prepackaged Software,60,10.760000228881836,-45.269581320479006,55,7,B
AIAI,AIAI Holdings Corporation Class A Common Stock,EDP Services,116,3.3299999237060547,-81.7133438158957,3,,A
AIB,AIB Data Centers Inc. Common Stock,Investment Bankers/Brokers/Service,56,1.4199999570846558,-60.664819990335126,17,26,A-
AIBZ,Bitzero Holdings Inc. Common Shares,Services-Misc. Amusement & Recreation,99,4.309999942779541,-54.39153407649962,9,26,D-
AIDX,20/20 Biolabs Inc. Common Stock,Precision Instruments,133,0.41999998688697815,-98.23899379383953,5,,B
AIFA,All In FutureTech Alliance Inc. Common Stock,Services-Misc. Amusement & Recreation,99,4.199999809265137,-26.315790354269943,95,7,A+
AIFC,AI Financial Corporation Common Stock,Investment Bankers/Brokers/Service,56,0.5400000214576721,-84.21052604060645,12,93,A-
AIFF,Firefly Neuroscience Inc. Common Stock,Computer Software: Prepackaged Software,60,1.190000057220459,-60.98360407131389,25,26,A+
AIFU,AIFU Inc. Class A Ordinary Share,Specialty Insurers,66,9.100000381469727,-92.03152309575452,2,45,E-
AIG,American International Group Inc. New Common Stock,Property-Casualty Insurers,42,74.81999969482422,-11.925932265784333,48,82,C
AII,American Integrity Insurance Group Inc. Common Stock,Property-Casualty Insurers,42,25.329999923706055,-5.379157674388447,87,62,B+
AIIO,Robo.ai Inc. Class B Ordinary Shares,Auto Manufacturing,137,1.4500000476837158,-97.23282441706114,5,,D+
AIIR,Air Global PLC Ordinary Shares,Tobacco,,7.46999979019165,-50.200001398722335,35,,C
AIM,AIM ImmunoTech Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,0.20000000298023224,-92.8402767500149,4,7,E-
AIMD,Ainos Inc. Common Stock,Computer peripheral equipment,42,1.440000057220459,-66.11764571245979,20,26,A+
AIN,Albany International Corporation Common Stock,Textiles,28,60.63999938964844,-20.110270700356846,55,67,D+
AIOS,AIOS Tech Inc. Class A Common Shares,Metal Fabrications,58,12.425000190734863,-85.51864831142298,22,,D
AIOT,PowerFleet Inc. Common Stock,Telecommunications Equipment,94,2.8299999237060547,-49.911506620567344,17,40,E
AIP,Arteris Inc. Common Stock,Semiconductors,29,24.190000534057617,-50.216092903697465,82,7,D
AIR,AAR Corp. Common Stock,Aerospace,120,120.55999755859375,-21.566591443185956,72,96,C-
AIRE,reAlpha Tech Corp. Common Stock,Real Estate,74,1.3600000143051147,-94.48275847727497,6,26,A+
AIRG,Airgain Inc. Common Stock,Radio And Television Broadcasting And Communications Equipment,71,5.25,-28.958050137331036,60,35,D+
AIRI,Air Industries Group Common Stock,Military/Government/Technical,94,2.569999933242798,-27.40113104697547,30,7,B-
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrial Machinery/Components,103,4.050000190734863,-38.54324587315177,47,26,C-
AIRO,AIRO Group Holdings Inc. Common Stock,Aerospace,120,7.210000038146973,-64.09362517160676,27,17,B-
AIRS,AirSculpt Technologies Inc. Common Stock,Medical/Nursing Services,35,2.0299999713897705,-82.57510697115484,11,31,E
AIRT,Air T Inc. Common Stock,Air Freight/Delivery Services,74,28.65999984741211,-16.345588874712124,86,44,B+
AISP,Airship AI Holdings Inc. Class A Common Stock,Computer Software: Prepackaged Software,60,1.8899999856948853,-72.92263638208756,15,7,E
AIT,Applied Industrial Technologies Inc. Common Stock,Industrial Specialties,68,332.0199890136719,-8.269104070713428,72,84,C+
AIV,Apartment Investment and Management Company Common Stock,Real Estate Investment Trusts,60,2.180000066757202,-30.42207510558156,22,98,E+
AIXC,AIxCrypto Holdings Inc. Common Stock,Finance: Consumer Services,74,1.4199999570846558,-76.37271376029801,41,7,A+
AIXI,XIAO-I Corporation American Depositary Shares,Computer Software: Prepackaged Software,60,1.8799999952316284,-95.17948719171378,11,,A+
AIZ,Assurant Inc. Common Stock,Property-Casualty Insurers,42,261.8599853515625,-12.899431685009743,69,92,D
AJG,Arthur J. Gallagher & Co. Common Stock,Specialty Insurers,66,227.1300048828125,-25.984868389517146,45,83,D+
AKA,a.k.a. Brands Holding Corp. Common Stock,Catalog/Specialty Distribution,63,10.930000305175781,-26.64429137580132,66,7,B+
AKAM,Akamai Technologies Inc. Common Stock,Business Services,66,110.41000366210938,-31.481938637017226,69,69,C-
AKAN,Akanda Corp. Common Shares,Medicinal Chemicals and Botanical Products,123,3.130000114440918,-97.08654081871498,4,,A-
AKBA,Akebia Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,0.9190000295639038,-71.00946348751168,15,1,B-
AKO-A,Embotelladora Andina S.A.,,,25.969999313354492,0.0,79,62,A-
AKO-B,Embotelladora Andina S.A.,,,30.290000915527344,-5.442333382634579,73,69,B
AKR,Acadia Realty Trust Common Stock,Real Estate Investment Trusts,60,19.209999084472656,-15.448945136273428,44,49,D
AKTS,Aktis Oncology Inc. Common stock,Biotechnology: Pharmaceutical Preparations,81,19.6299991607666,-39.09401352909686,27,,E-
AKTX,Akari Therapeutics plc ADS,Biotechnology: Pharmaceutical Preparations,81,10.0600004196167,-77.54464153808597,60,7,A-
ALAB,Astera Labs Inc. Common Stock,Semiconductors,29,360.510009765625,-25.36333527277258,95,98,B+
ALAR,Alarum Technologies Ltd. American Depositary Share,Computer Software: Prepackaged Software,60,1.7100000381469727,-89.47692284217248,3,50,C-
ALB,Albemarle Corporation Common Stock,Major Chemicals,71,108.25,-49.49821200341753,31,86,E+
ALC,Alcon Inc. Ordinary Shares,Ophthalmic Goods,128,64.55999755859375,-25.58375627375302,35,85,D+
ALCO,Alico Inc. Common Stock,Farming/Seeds/Milling,116,38.86000061035156,-12.490027586442686,57,53,B
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,,,10.829999923706055,0.0,57,61,B-
ALDX,Aldeyra Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,1.2200000286102295,-78.74564325335207,9,7,E
ALEC,Alector Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,1.9199999570846558,-42.1686748285774,48,7,A-
ALG,Alamo Group Inc. Common Stock,Industrial Machinery/Components,103,159.02999877929688,-26.913774763187625,38,71,D
ALGM,Allegro MicroSystems Inc. Common Stock,Semiconductors,29,35.130001068115234,-49.54036242143077,41,83,D
ALGN,Align Technology Inc. Common Stock,Industrial Specialties,68,145.6300048828125,-26.26701993160545,36,75,D-
ALGS,Aligos Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,5.550000190734863,-58.254981881264065,24,7,A-
ALGT,Allegiant Travel Company Common Stock,Air Freight/Delivery Services,74,76.83999633789062,-35.51527863679959,35,90,D
ALH,Alliance Laundry Holdings Inc. Common Stock,Industrial Machinery/Components,103,21.3700008392334,-23.705816977472793,37,93,D-
ALHC,Alignment Healthcare Inc. Common Stock,Medical Specialities,10,7.670000076293945,-68.77035731645671,6,91,E-
ALIT,Alight Inc. Class A Common Stock,Business Services,66,11.279999732971191,-82.71270068457368,18,45,D
ALK,Alaska Air Group Inc. Common Stock,Air Freight/Delivery Services,74,40.029998779296875,-33.516028254482954,26,7,D-
ALKS,Alkermes plc Ordinary Shares,Biotechnology: Pharmaceutical Preparations,81,40.790000915527344,-26.131836266178265,75,76,E
ALKT,Alkami Technology Inc. Common Stock,Computer Software: Prepackaged Software,60,14.180000305175781,-44.7819309319953,23,92,E-
ALL,Allstate Corporation (The) Common Stock,Property-Casualty Insurers,42,227.1699981689453,-17.082089428379422,62,85,E
ALLE,Allegion plc Ordinary Shares,Diversified Commercial Services,85,152.47999572753906,-14.204799997802088,56,75,C+
ALLO,Allogene Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),74,1.6699999570846558,-45.424836983241356,48,7,D
ALLR,Allarity Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,1.090000033378601,-38.41807654664289,36,1,E-
ALLT,Allot Ltd. Ordinary Shares,Computer Communications Equipment,23,8.619999885559082,-25.043479256007984,64,91,A
ALLY,Ally Financial Inc. Common Stock,Major Banks,20,38.7400016784668,-17.44094428657811,36,59,E+
ALM,Almonty Industries Inc. Common Shares,Other Metals and Minerals,141,12.399999618530273,-47.053801972094234,73,38,D
ALMR,Alamar Biosciences Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments,4,33.20000076293945,-9.215200875054219,89,,A
ALMS,Alumis Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,7.289999961853027,-75.94059357949924,15,7,E-
ALMU,Aeluma Inc. Common Stock,Semiconductors,29,13.359999656677246,-57.57383374473473,25,17,B-
ALNT,Allient Inc. Common Stock,Electrical Products,12,112.55999755859375,-1.4688315905314164,95,79,B+
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,81,249.58999633789062,-49.18977327518248,19,95,D
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc. Class A Ordinary Shares,,,10.0,-0.3984059960658093,54,,C-
ALOY,REalloys Inc. Common Stock,Metal Mining,52,8.520000457763672,-67.0788225114019,34,,D+
ALP,Alpha Compute Corp Ordinary Shares,Finance: Consumer Services,74,5.610000133514404,-48.57928311662519,99,7,E-
ALPS,ALPS Group Inc Ordinary Share,Medical/Nursing Services,35,0.4000000059604645,-84.37499941792338,8,,C+
